INFO 2025-07-06 18:20:02,593 autoreload 22516 10936 Watching for file changes with StatReloader
INFO 2025-07-06 18:36:50,173 basehttp 22516 17064 "GET /api/auth/users/ HTTP/1.1" 200 415
INFO 2025-07-06 18:36:50,174 basehttp 22516 18620 "GET /api/stock/mouvements/ HTTP/1.1" 200 52
INFO 2025-07-06 18:36:50,174 basehttp 22516 26212 "GET /api/products/ HTTP/1.1" 200 761
INFO 2025-07-06 18:37:50,150 basehttp 22516 26212 "GET /api/messaging/messages/ HTTP/1.1" 200 52
INFO 2025-07-06 18:37:50,158 basehttp 22516 17064 "GET /api/stores/ HTTP/1.1" 200 52
INFO 2025-07-06 18:37:50,158 basehttp 22516 12580 "GET /api/auth/users/ HTTP/1.1" 200 415
INFO 2025-07-06 18:37:50,160 basehttp 22516 18620 "GET /api/products/ HTTP/1.1" 200 761
INFO 2025-07-06 18:37:50,163 basehttp 22516 15628 "GET /api/stock/mouvements/ HTTP/1.1" 200 52
INFO 2025-07-06 18:37:50,172 basehttp 22516 6472 "GET /api/stores/ HTTP/1.1" 200 52
INFO 2025-07-06 18:37:50,175 basehttp 22516 26212 "GET /api/messaging/messages/ HTTP/1.1" 200 52
INFO 2025-07-06 18:37:50,185 basehttp 22516 17064 "GET /api/auth/users/ HTTP/1.1" 200 415
INFO 2025-07-06 18:37:50,185 basehttp 22516 15628 "GET /api/stock/mouvements/ HTTP/1.1" 200 52
INFO 2025-07-06 18:37:50,185 basehttp 22516 18620 "GET /api/products/ HTTP/1.1" 200 761
INFO 2025-07-06 18:38:50,132 basehttp 22516 18620 "GET /api/messaging/messages/ HTTP/1.1" 200 52
INFO 2025-07-06 18:38:50,136 basehttp 22516 15628 "GET /api/products/ HTTP/1.1" 200 761
INFO 2025-07-06 18:38:50,136 basehttp 22516 17064 "GET /api/stores/ HTTP/1.1" 200 52
INFO 2025-07-06 18:38:50,136 basehttp 22516 26212 "GET /api/auth/users/ HTTP/1.1" 200 415
INFO 2025-07-06 18:38:50,145 basehttp 22516 6472 "GET /api/stock/mouvements/ HTTP/1.1" 200 52
INFO 2025-07-06 18:38:50,149 basehttp 22516 12580 "GET /api/messaging/messages/ HTTP/1.1" 200 52
INFO 2025-07-06 18:38:50,156 basehttp 22516 15628 "GET /api/stores/ HTTP/1.1" 200 52
INFO 2025-07-06 18:38:50,161 basehttp 22516 17064 "GET /api/products/ HTTP/1.1" 200 761
